	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
GCA_000147455.1_ASM14745v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2782905	541	91	115	81649	56035	30581	24194	250633	184245	37.6	2.78	88.53	11	2702	1	171	0	0	0	0
GCA_000147985.1_ASM14798v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3055797	488	79	97	160064	108308	38680	31498	675717	429748	37.3	4.01	88.1	11	2971	1	171	0	0	0	0
GCA_000148005.1_ASM14800v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3054417	381	74	87	204981	130649	41275	35103	657025	649560	37.3	3.94	87.94	11	2963	1	171	0	0	0	0
GCA_000148025.1_ASM14802v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2691854	785	130	151	52605	48772	20706	17821	137407	136689	37.9	3.32	85.71	11	2629	1	171	0	0	0	0
GCA_000148045.1_ASM14804v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2987324	1417	65	93	287031	138637	45958	32106	819225	306182	37.2	4.73	87.3	11	2857	1	171	0	0	0	0
GCA_000148065.1_ASM14806v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3121432	707	78	98	198170	92602	40018	31844	307409	205350	37.1	4.9	87.83	11	3060	1	171	0	0	0	0
GCA_000148085.1_ASM14808v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3061766	217	72	88	115200	97531	42524	34790	326068	303108	37.2	4.58	87.83	11	2957	1	171	0	0	0	0
GCA_000148105.1_ASM14810v1	Firmicutes (1)	1349	172	99	98.99	0.03	0.0	2967295	488	78	101	171927	72543	38042	29374	339429	293285	37.4	4.62	88.04	11	2852	1	170	1	0	0	0
GCA_000148125.1_ASM14812v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3168692	272	86	97	209530	104026	36845	32664	396340	396340	37.0	4.53	87.75	11	3115	1	171	0	0	0	0
GCA_000148145.1_ASM14814v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2927587	615	199	221	37739	34565	14711	13244	121328	121328	37.7	3.64	86.13	11	2903	1	171	0	0	0	0
GCA_000148165.1_ASM14816v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2903110	545	77	108	118489	58732	37702	26875	265478	239975	37.4	3.73	88.1	11	2869	1	171	0	0	0	0
GCA_000148205.1_ASM14820v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3174609	653	90	123	130901	70769	35273	25804	363971	194303	37.1	4.75	87.91	11	3149	1	171	0	0	0	0
GCA_000148285.1_ASM14828v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2930324	667	201	223	42513	32602	14578	13137	96054	96054	37.7	3.67	86.06	11	2909	1	171	0	0	0	0
GCA_000148305.1_ASM14830v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2785655	229	42	61	168920	77983	66325	45662	515520	476869	37.6	3.93	88.21	11	2661	1	171	0	0	0	0
GCA_000148445.1_ASM14844v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2840305	471	55	77	146685	75018	51641	36880	350081	181417	37.5	3.42	88.22	11	2726	1	171	0	0	0	0
GCA_000157155.1_ASM15715v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3263835	59025	22	121	774663	47020	148356	26486	1558763	158970	37.0	3.52	85.08	11	3098	1	171	0	0	0	0
GCA_000157175.1_ASM15717v1	Firmicutes (1)	1349	172	99	98.96	0.0	0.0	2791208	7659	10	40	1467475	122817	279120	69588	1467475	272467	37.6	4.59	88.0	11	2605	2	170	0	0	0	0
GCA_000157195.1_ASM15719v1	Firmicutes (1)	1349	172	99	97.52	0.0	0.0	3036165	27320	14	83	742624	72997	216868	36251	1035236	217373	37.4	1.68	86.14	11	2880	7	165	0	0	0	0
GCA_000157215.1_ASM15721v1	Firmicutes (1)	1349	172	99	99.49	0.0	0.0	3452979	37105	19	79	724398	95319	181735	43238	1170436	266815	42.5	5.12	85.66	11	3234	1	171	0	0	0	0
GCA_000157235.1_ASM15723v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3186424	58252	43	128	437049	67141	74102	24438	795548	196344	37.1	1.76	84.56	11	3025	1	171	0	0	0	0
GCA_000157255.1_ASM15725v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3162323	27895	14	49	476996	201813	225880	63967	1142896	390494	40.6	3.85	85.89	11	2987	1	171	0	0	0	0
GCA_000157275.1_ASM15727v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2849937	28849	13	39	2717945	158363	219225	72335	2717945	332401	37.6	3.63	87.42	11	2663	1	171	0	0	0	0
GCA_000157295.1_ASM15729v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3451628	28362	18	54	729350	165855	191757	63393	1168736	316621	42.5	7.05	86.19	11	3228	1	171	0	0	0	0
GCA_000157315.1_ASM15731v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3085251	47361	21	106	728548	49999	146916	28659	1521046	133161	37.6	4.84	85.63	11	2859	1	171	0	0	0	0
GCA_000157335.1_ASM15733v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3202994	73028	38	143	509020	54846	84289	21887	865145	187494	37.1	2.68	84.74	11	3056	1	171	0	0	0	0
GCA_000157355.2_ASM15735v2	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3427276	0	1	1	3427276	3427276	3427276	3427276	3427276	3427276	42.8	0.0	87.23	11	3114	1	171	0	0	0	0
GCA_000157395.1_ASM15739v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2881904	28753	14	75	1488499	80932	205850	38042	1488499	335215	37.5	6.14	87.22	11	2733	1	171	0	0	0	0
GCA_000157415.1_ASM15741v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2834288	43645	12	106	1569799	40117	236190	26326	1569799	134241	37.4	1.6	86.12	11	2588	1	171	0	0	0	0
GCA_000157435.1_ASM15743v1	Firmicutes (1)	1349	172	99	98.96	0.0	0.0	3140782	188906	85	304	437958	19962	36950	9710	775468	66108	37.8	3.71	79.67	11	2937	2	170	0	0	0	0
GCA_000157455.1_ASM15745v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2906246	19313	11	46	1714473	173299	264204	62759	1714473	292798	37.5	5.22	86.95	11	2703	1	171	0	0	0	0
GCA_000157475.1_ASM15747v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2748724	19638	13	49	1463581	109098	211440	55695	1463581	361243	37.7	3.06	87.39	11	2519	1	171	0	0	0	0
GCA_000157495.1_ASM15749v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3220345	61438	27	120	714423	51979	119272	26324	1535827	130363	37.1	3.75	85.75	11	3076	1	171	0	0	0	0
GCA_000157515.1_ASM15751v1	Firmicutes (1)	1349	172	99	97.98	0.0	0.0	2942699	33172	13	77	1495063	74061	226361	37786	1495063	166736	37.4	1.81	86.52	11	2844	2	170	0	0	0	0
GCA_000157535.1_ASM15753v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3084930	158817	61	220	284027	28295	50572	13300	466104	90706	37.7	3.73	80.26	11	2854	1	171	0	0	0	0
GCA_000157555.1_ASM15755v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2871230	71855	25	140	293328	35382	114849	19995	1343279	177435	37.9	3.57	83.31	11	2708	1	171	0	0	0	0
GCA_000157575.1_ASM15757v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2924144	59030	25	101	328015	67138	116965	28367	1388772	210183	38.1	3.74	85.0	11	2752	1	171	0	0	0	0
GCA_000157595.1_ASM15759v1	Firmicutes (1)	1349	172	99	97.98	0.0	0.0	3101595	157787	69	229	283980	30665	44950	12855	717386	106983	37.7	3.36	80.76	11	2915	2	170	0	0	0	0
GCA_000157615.1_ASM15761v1	Firmicutes (1)	1349	172	99	95.79	0.0	0.0	3080193	190757	79	379	268522	13893	38989	7623	527006	49185	37.7	3.99	78.71	11	2920	5	167	0	0	0	0
GCA_000157635.1_ASM15763v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2713738	28336	19	67	485410	82317	142828	40080	1260401	308547	38.1	4.42	84.99	11	2566	1	171	0	0	0	0
GCA_000157655.1_ASM15765v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2801855	30400	20	70	307378	100485	140092	39592	1301685	213435	38.2	5.24	85.12	11	2692	1	171	0	0	0	0
GCA_000159255.1_ASM15925v1	Firmicutes (1)	1349	172	99	96.97	0.0	0.0	3156478	49660	95	237	388414	33391	33226	13108	742477	144762	37.3	4.51	83.99	11	3044	3	169	0	0	0	0
GCA_000159275.1_ASM15927v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2974288	45018	40	114	619863	57029	74357	25695	1477509	185982	37.3	4.56	85.76	11	2833	1	171	0	0	0	0
GCA_000159655.1_ASM15965v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2973369	37510	64	122	741304	77860	46458	24064	1469544	295832	37.5	4.38	86.44	11	2813	1	171	0	0	0	0
GCA_000159675.1_ASM15967v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2777972	56806	38	156	490589	40191	73104	17443	1266777	143284	38.1	3.91	83.93	11	2615	1	171	0	0	0	0
GCA_000160155.1_ASM16015v1	Firmicutes (1)	1349	172	99	97.64	0.0	0.0	3129930	80120	103	307	441813	21294	30387	9934	808912	75851	37.2	4.12	81.76	11	2962	3	169	0	0	0	0
GCA_000160315.2_EFCM_C68_V3	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2957107	30	14	14	703833	703833	211221	211219	1251506	1251506	38.1	3.12	85.13	11	2852	1	171	0	0	0	0
GCA_000161855.1_EFCM_TC6_V1	Firmicutes (1)	1349	172	99	98.65	0.0	0.0	3055636	171696	125	278	114623	35794	24445	10373	457223	109336	37.8	3.42	79.8	11	2898	2	170	0	0	0	0
GCA_000161875.1_ASM16187v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3037388	51981	24	113	801155	49453	126557	26419	841595	156961	37.3	1.96	85.19	11	2874	1	171	0	0	0	0
GCA_000163795.1_ASM16379v1	Firmicutes (1)	1349	172	99	97.98	0.0	0.0	3047348	5247	105	145	87571	47881	29022	20980	290463	178694	37.3	3.67	87.77	11	2951	3	169	0	0	0	0
GCA_000163815.1_ASM16381v1	Firmicutes (1)	1349	172	99	97.98	0.0	0.0	3039544	2706	105	132	89421	59242	28948	23006	493547	277100	37.3	3.65	87.91	11	2947	3	169	0	0	0	0
GCA_000166815.1_ASM16681v1	Firmicutes (1)	1349	172	99	78.82	0.0	0.0	2848380	12	163	163	26126	26126	17474	17474	121960	121960	37.9	3.27	84.7	11	2851	32	140	0	0	0	0
GCA_000172575.2_ASM17257v2	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2739625	0	1	1	2739625	2739625	2739625	2739625	2739625	2739625	37.8	0.0	88.28	11	2510	1	171	0	0	0	0
GCA_000172655.1_ASM17265v1	Firmicutes (1)	1349	172	99	98.99	0.03	0.0	2700770	0	96	96	91386	91386	28133	28133	228099	228099	37.9	3.92	85.52	11	2622	1	170	1	0	0	0
GCA_000172675.1_ASM17267v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2711396	0	139	139	50721	50721	19506	19506	153370	153370	38.0	3.08	85.94	11	2608	1	171	0	0	0	0
GCA_000172835.1_ASM17283v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2838335	0	223	223	38772	38772	12727	12727	152616	152616	37.8	3.55	85.46	11	2840	1	171	0	0	0	0
GCA_000172875.1_ASM17287v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2928184	0	340	340	20200	20200	8612	8612	150593	150593	37.7	3.49	85.43	11	2964	1	171	0	0	0	0
GCA_000172915.1_ASM17291v1	Firmicutes (1)	1349	172	99	98.96	0.0	0.0	2893029	0	227	227	31583	31583	12744	12744	162623	162623	37.7	3.48	85.5	11	2880	2	170	0	0	0	0
GCA_000174395.2_ASM17439v2	Firmicutes (1)	1349	172	99	98.48	0.0	0.0	3052572	0	4	4	2698137	2698137	763143	763143	2698137	2698137	37.9	2.1	84.67	11	2957	2	170	0	0	0	0
GCA_000175015.1_ASM17501v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2836650	0	11	11	599217	599217	257877	257877	1277942	1277942	37.7	2.22	88.02	11	2690	1	171	0	0	0	0
GCA_000176295.1_EFCS_D344SRF_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2745337	7	215	215	35763	35763	12769	12768	109480	109480	37.9	3.43	85.96	11	2823	1	171	0	0	0	0
GCA_000178175.1_ASM17817v1	Firmicutes (1)	1349	172	99	98.99	1.01	0.0	2753923	36	79	79	57291	57291	34859	34859	132489	132489	37.6	2.62	88.58	11	2600	1	170	1	0	0	0
GCA_000178235.1_ASM17823v1	Firmicutes (1)	1349	172	99	100.0	0.0	0.0	2811160	0	78	78	100547	100547	36040	36040	272213	272213	38.0	3.76	86.35	11	2719	0	172	0	0	0	0
GCA_000185365.1_ASM18536v1	Firmicutes (1)	1349	172	99	97.98	0.0	0.0	2415788	107451	55	156	2244623	53846	43923	14797	2244623	133719	39.2	7.28	83.26	11	2274	2	170	0	0	0	0
GCA_000191365.1_ASM19136v1	Firmicutes (1)	1349	172	99	98.99	0.03	0.0	3600801	45964	16	58	3461056	217943	225050	61290	3461056	560350	42.4	7.95	86.1	11	3348	1	170	1	0	0	0
GCA_000205205.1_ASM20520v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3026279	2556	126	220	81792	25933	24018	13744	411065	141829	37.1	3.44	86.48	11	3283	1	171	0	0	0	0
GCA_000239095.2_ASM23909v2	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2819308	0	374	374	13956	13956	7538	7538	56064	56064	37.8	2.89	86.14	11	2826	1	171	0	0	0	0
GCA_000258325.1_Enterococcus_faecium_LCT-EF90_version_1.0	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2773995	58773	31	118	1498111	86075	89483	23010	1498111	302754	38.2	5.5	84.1	11	2643	1	171	0	0	0	0
GCA_000273565.1_PB_Ente_cass_899205_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3428870	0	1	1	3428870	3428870	3428870	3428870	3428870	3428870	42.8	0.0	87.24	11	3117	1	171	0	0	0	0
GCA_000291565.1_ASM29156v1	Firmicutes (1)	1349	172	99	93.94	1.01	100.0	3027060	0	126	126	52252	52252	24024	24024	162489	162489	37.2	2.73	87.22	11	3478	8	163	1	0	0	0
GCA_000315405.1_Ente_dura_FB129-CNAB4_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2725994	28345	9	22	779855	273776	302888	122620	954602	530513	37.8	4.38	84.43	11	2578	1	171	0	0	0	0
GCA_000392875.1_Ente_faec_ATCC_19433_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2881400	4965	3	11	1924212	578583	960466	261494	1924212	910217	37.6	0.9	86.77	11	2753	1	171	0	0	0	0
GCA_000395015.1_Ente_faec_ATCC_29200_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3014576	5919	15	28	569049	457513	200971	107452	1469662	872493	37.5	3.58	86.86	11	2851	1	171	0	0	0	0
GCA_000406925.1_Ente_colu_ATCC51263_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2583038	21666	7	32	629491	180736	369005	80042	1061143	591784	36.5	0.87	83.94	11	2338	1	171	0	0	0	0
GCA_000407065.1_Ente_faec_Efm_NY2-1_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3120009	45014	16	67	318523	101566	195000	45895	749790	274136	37.7	1.8	82.96	11	2965	1	171	0	0	0	0
GCA_000407325.1_Ente_faec_Efm_NY2-2_V2	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3115293	100	16	17	319537	278228	194705	183246	790424	790424	37.7	3.67	85.17	11	3016	1	171	0	0	0	0
GCA_000411015.1_Version_1_for_Enterococcus_faecium_Strain_LCT-EF297_genome	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2668148	67229	15	92	1359092	96125	177876	28270	1359092	139840	38.0	5.07	83.07	11	2483	1	171	0	0	0	0
GCA_000477595.1_EfmE1165_v1.0	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2789656	0	355	355	16538	16538	7858	7858	41379	41379	37.8	3.03	86.0	11	2780	1	171	0	0	0	0
GCA_000478305.1_Ente_faec_H17494_V1	Firmicutes (1)	1349	172	99	98.99	0.03	0.0	2768469	0	30	30	271885	271885	92282	92282	468458	468458	37.9	3.62	85.05	11	2629	1	170	1	0	0	0
GCA_000478325.1_Ente_faec_T15_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2923624	0	12	12	581763	581763	243635	243635	1388771	1388771	37.5	4.48	87.83	11	2780	1	171	0	0	0	0
GCA_000479065.1_Ente_faec_BM4654_V1	Firmicutes (1)	1349	172	99	98.99	1.01	0.0	3508979	10867	23	34	453281	219959	152564	102885	746722	746722	37.8	3.85	87.03	11	3495	1	170	1	0	0	0
GCA_000479085.1_Ente_faec_BM4539_V1	Firmicutes (1)	1349	172	99	98.99	1.01	0.0	3066807	21479	5	27	763999	276205	613361	112789	1519849	555415	37.8	2.11	85.36	11	2853	1	170	1	0	0	0
GCA_000479105.1_Ente_faec_JH2-2_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2899268	10102	2	13	2071771	503472	1449634	222243	2071771	948611	37.6	0.25	86.95	11	2739	1	171	0	0	0	0
GCA_000479125.1_Ente_faec_BM4538_V1	Firmicutes (1)	1349	172	99	98.99	1.01	0.0	3133897	38760	12	42	527084	208373	261158	73693	911938	390098	38.1	2.89	83.44	11	2982	1	170	1	0	0	0
GCA_000479145.1_Ente_faec_NEF1_V1	Firmicutes (1)	1349	172	99	98.99	1.01	0.0	3049688	63170	18	47	291654	159405	169427	63542	674734	383580	38.3	2.3	83.38	11	2875	1	170	1	0	0	0
GCA_000479165.1_Ente_faec_10_96A_V1	Firmicutes (1)	1349	172	99	98.99	1.01	0.0	3441237	97474	36	114	375382	92201	95589	29331	982966	190677	37.9	5.04	82.3	11	3337	1	170	1	0	0	0
GCA_000492155.1_Ente_ceco_ATCC43198_V2	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2420066	8319	5	15	2023859	360184	484013	160783	2023859	546212	36.5	3.65	86.27	11	2378	1	171	0	0	0	0
GCA_000498295.1_Vagococcus_lutrae	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	1829043	896	20	29	139032	132345	91452	63039	266867	177633	37.7	4.25	90.41	11	1736	1	171	0	0	0	0
GCA_000499905.1_1st_assembly	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2905062	0	105	105	74135	74135	27667	27667	252041	252041	38.2	3.18	86.23	11	2857	1	171	0	0	0	0
GCA_000499925.1_1st_assembly	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2816321	0	143	143	52807	52807	19694	19694	117162	117162	38.1	3.42	86.05	11	2813	1	171	0	0	0	0
GCA_000499945.1_1st_assembly	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2723595	0	164	164	95847	95847	16607	16607	267750	267750	37.9	3.92	84.87	11	2712	1	171	0	0	0	0
GCA_000499965.1_1st_assembly	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2594817	0	92	92	74972	74972	28204	28204	244887	244887	37.9	3.5	85.87	11	2479	1	171	0	0	0	0
GCA_000504125.1_ASM50412v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3351060	0	6	6	3022186	3022186	558510	558510	3022186	3022186	38.3	2.63	84.13	11	3169	1	171	0	0	0	0
GCA_000505585.1_E._faecalis_PF3_draft_genome	Firmicutes (1)	1349	172	99	98.99	1.14	0.0	3213860	0	397	397	59627	59627	8095	8095	201859	201859	37.5	3.32	87.3	11	3531	1	168	3	0	0	0
GCA_000508705.1_EntFaec_DORA_14_velvet_1.1	Firmicutes (1)	1349	172	99	98.99	0.03	0.0	2965864	734	50	62	199082	161590	59317	47824	608611	324877	37.3	2.63	88.22	11	2863	1	170	1	0	0	0
GCA_000519425.1_Ente_faec_B284_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2921810	2864	13	19	2817179	602716	224754	153628	2817179	886772	37.7	3.76	87.34	11	2720	1	171	0	0	0	0
GCA_000519445.1_Ente_faec_B287_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3070476	5625	17	21	2594143	841105	180616	145945	2594143	930605	37.3	4.22	87.27	11	2929	1	171	0	0	0	0
GCA_000519465.1_Ente_faec_B289_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2949945	3843	4	12	1945742	1524286	737486	245508	1945742	1524286	37.6	1.11	86.99	11	2759	1	171	0	0	0	0
GCA_000519485.1_Ente_faec_B291_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3137405	2726	6	15	2740134	652896	522900	208978	2740134	1419047	37.3	2.29	86.67	11	3028	1	171	0	0	0	0
GCA_000519505.1_Ente_faec_B292_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3150800	3453	8	19	760763	438358	393850	165649	1541642	932850	37.3	2.33	86.42	11	3038	1	171	0	0	0	0
GCA_000519525.1_Ente_faec_B293_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3134230	7077	5	15	2030332	1728327	626846	208476	2030332	1728327	37.2	2.03	87.21	11	3035	1	171	0	0	0	0
GCA_000519545.1_Ente_faec_B294_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3073045	2877	9	16	1938618	553989	341449	191885	1938618	938896	37.3	4.12	86.85	11	2961	1	171	0	0	0	0
GCA_000519565.1_Ente_faec_B301_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2737472	2855	2	7	2369595	1759627	1368736	390659	2369595	1759627	37.8	0.98	87.8	11	2519	1	171	0	0	0	0
GCA_000519585.1_Ente_faec_B302_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3147074	14922	7	19	2107456	312973	449582	164850	2107456	778436	37.2	2.6	86.73	11	3043	1	171	0	0	0	0
GCA_000519605.1_Ente_faec_B312_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2874903	6696	4	9	2797766	870649	718725	318689	2797766	934787	37.7	1.66	87.28	11	2711	1	171	0	0	0	0
GCA_000519625.1_Ente_faec_B316_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3175175	4240	4	12	2182193	1808722	793793	264244	2182193	1808722	37.2	1.92	86.97	11	3069	1	171	0	0	0	0
GCA_000519645.1_Ente_faec_B318_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2911708	7501	6	14	2419646	2114883	485284	207443	2419646	2114883	37.6	1.84	87.18	11	2799	1	171	0	0	0	0
GCA_000519665.1_Ente_faec_B319_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3065072	2392	4	9	2419070	1948341	766268	340297	2419070	1948341	37.3	1.7	86.95	11	2936	1	171	0	0	0	0
GCA_000519685.1_Ente_faec_B320_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2777929	1966	5	11	1494366	604595	555585	252360	1494366	880673	37.7	1.27	87.26	11	2554	1	171	0	0	0	0
GCA_000519705.1_Ente_faec_B321_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2733519	3684	4	11	2109433	530574	683379	248166	2109433	1168884	37.6	1.29	87.94	11	2526	1	171	0	0	0	0
GCA_000519725.1_Ente_faec_B324_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3101433	3552	7	13	1579458	554511	443061	238298	1579458	1024432	37.4	2.19	86.71	11	2977	1	171	0	0	0	0
GCA_000519745.1_Ente_faec_B327_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2980939	300	9	12	1596485	845382	331215	248386	1596485	880496	37.5	3.61	87.28	11	2845	1	171	0	0	0	0
GCA_000519765.1_Ente_faec_B337_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3022279	4778	11	16	1901039	937102	274752	188593	1901039	963032	37.4	3.9	87.13	11	2872	1	171	0	0	0	0
GCA_000519785.1_Ente_faec_B338_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3020065	3448	4	10	1763430	570476	755016	301661	1763430	769818	37.3	2.23	86.94	11	2854	1	171	0	0	0	0
GCA_000519805.1_Ente_faec_B345_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2738067	751	5	7	1492678	592162	547613	391045	1492678	1170316	37.8	1.28	88.09	11	2519	1	171	0	0	0	0
GCA_000519825.1_Ente_faec_B347_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2734552	3422	1	5	2734552	1801000	2734552	546226	2734552	1801000	37.8	0.0	88.03	11	2520	1	171	0	0	0	0
GCA_000519845.1_Ente_faec_B348_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3011197	2146	8	14	2218308	1898195	376399	214932	2218308	1898195	37.3	2.42	87.26	11	2840	1	171	0	0	0	0
GCA_000519865.1_Ente_faec_B350_V1	Firmicutes (1)	1349	172	99	98.99	7.11	90.0	3260726	404	14	17	672017	422291	232909	191783	1566121	1566121	37.4	3.24	87.53	11	3139	1	161	10	0	0	0
GCA_000519885.1_Ente_faec_B363_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2832411	3828	2	9	2340372	514190	1416205	314287	2340372	735550	37.7	1.41	87.52	11	2628	1	171	0	0	0	0
GCA_000519905.1_Ente_faec_B373_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2722584	2090	1	4	2722584	843216	2722584	680123	2722584	1227526	37.7	0.0	87.67	11	2503	1	171	0	0	0	0
GCA_000519925.1_Ente_faec_B375_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2975967	2662	7	10	1617906	1617906	425138	297330	1617906	1617906	37.3	2.5	87.44	11	2848	1	171	0	0	0	0
GCA_000519945.1_Ente_faec_B382_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3008381	2695	3	6	1963485	898158	1002793	500947	1963485	1447064	37.4	0.43	87.62	11	2907	1	171	0	0	0	0
GCA_000519965.1_Ente_faec_B388_V1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3329943	11008	16	29	1765652	355379	208121	114446	1765652	1139854	37.0	3.49	86.66	11	3250	1	171	0	0	0	0
GCA_000550745.1_ASM55074v1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2961043	0	1	1	2961043	2961043	2961043	2961043	2961043	2961043	37.5	0.0	87.5	11	2829	1	171	0	0	0	0
GCA_000611895.1_E.mundtiiCRL35_1.0	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2866323	6	69	69	108098	108098	41540	41540	326582	326582	38.3	3.29	84.57	11	2752	1	171	0	0	0	0
GCA_000632295.1_VRE0576_1.0	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3132850	0	279	279	34942	34942	11228	11228	103888	103888	37.6	4.5	85.14	11	3168	1	171	0	0	0	0
GCA_000632315.1_VRE1044_1.0	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	3096004	0	178	178	49085	49085	17393	17393	148208	148208	37.6	3.79	85.57	11	3098	1	171	0	0	0	0
